scrapedAt,page,postUrl,timestampText,exactDate,reactions,comments,shares,text
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid04EeoQQWdcfBrpRogg9H2LJAqzh5jDRVucaH6v4kjmJpsu4cyfFpgwJd18d29R9uUl?comment_id=1942525039785538,16m,,0,0,0,"【DRAM現貨漲價集中低容量DDR4與DDR3，市場延續橫盤整理】… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid022Zg1ST3hdbVLy3pS2daXuwQCoukvkm9c2tKpx7Qavd1JVDs37Aq4dBtyCwTwunvdl?comment_id=2159709051269433,1w,,1 reaction; see who reacted to this,0,0,"AI Server、通用型 Server 與 Edge AI 需求升溫，晶圓代工產能加速傾向 AI。八吋與十二吋成熟製程產能大洗牌，哪些訂單會流陸系供應鏈？
#TrendForce
 剖析晶圓代工價格漲幅變化趨勢：
https://buff.ly/lcVPLmr"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/reel/1250885253626589/?comment_id=1019112597256067,1w,,0,0,0,"韓國啟動 5000 億韓圜研發計畫，聚焦下一代功率半導體。… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/reel/1812840003425885/?comment_id=1313636193771991,1w,,0,0,0,"蘋果執行長庫克：記憶晶片缺貨嚴重，產品漲價無可避免。
 新聞來源：
https://buff.ly/6RukuLr"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0DM7xEMK9qVHHTM7E47iCVjViG714TnqLWjgWo7AVDTHXc2cP2SpAZGwMKDiqg5Zul?comment_id=1318562817159474,2w,,0,0,0,"記憶體大廠產能持續向高附加價值產品傾斜，排擠成熟製程產能。當車用、邊緣 AI 與工控需求同步升溫、供應商卻無擴產計畫，下半年缺貨風險將如何牽動產品價格走勢？
#TrendForce
 分析 2026 下半年 NOR Flash、SLC NAND 供需概況：
https://buff.ly/PMO8axL"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02HZCoL6FHJqo19YQE8kNt25gEyzqsxG2QMe1Rxrsq3o9WJowFFyeSLMsg1Pdh1ueml?comment_id=1563535988700182,2w,,0,0,0,"第一季全球前十大晶圓代工產值淡季不淡、季增 3.7% 再創新高。產能利用率回升下，晶圓代工廠商陸續預告下半年代工價格調漲，將如何牽動客戶備貨節奏與全年供需走向？TrendForce 分析 2026 第一季晶圓代工營收排名：
https://buff.ly/al9GunB"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid031AJxM1ELiyK5F7rgdp4DJnpABmjcnhYvrUbrvtfXXAygh22NuB3SMwnZU4pLpLMGl?comment_id=2050695225482095,2w,,0,0,0,"【DDR5現貨買氣續強，DDR4供應吃緊、推升DDR3價格】… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02dE1gfvZwDahxPdZ4upJCTJkmDRP2gpuwsQ9rwn3oiDX2AHLyzdDHUE56995Kf3kol?comment_id=1008289474993202,5w,,0,0,0,"美國面臨通膨重回 3% 的升息考驗，新任聯準會主席 Kevin Warsh 將如何應對？看詳情
 
https://buff.ly/sF9KeyQ
#DataTrack"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0bZMzMnXZ3TriecA2rva7FiHH7eArvL9P965USWrr33hY6eqMJTjK6o9UDnkLfu7pl?comment_id=1486508759043546,5w,,0,0,0,"輝達 Q1 營收年增 85%，Blackwell 架構引領強勁成長… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02oyAYxM5xVprHim3SCC9NzA5SeYk6bDM1imBBJRixSnun6uVkyRshqFTbnSRm5GdNl?comment_id=1699273917744109,5w,,0,0,0,"當 AI 運算需求爆發，你的記憶體架構跟上了嗎？… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02U7SDu1ejupLxJt6cSyhdSCvLcPkow7eP5WUF8c97Fq4bQsGH2ayKDFcCSCQLesoHl?comment_id=1024740603210501,6w,,0,0,0,"AI 推論算力需求升溫，北美五大 CSP 加速採購整櫃式 AI server。CSP 業者將如何調整 GPU、自研 ASIC 與液冷機櫃的部署策略？
#TrendForce
 分析 CSP 資本支出與伺服器功耗走向：
https://buff.ly/SGpSNul"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0fN5P1Nr5H4rh5VZJR28GR9GETpMuCJeq911oN8BWtuY8ywbUApGKjG1xKVXnNRRrl?comment_id=1845984979407560,6w,,0,0,0,"【觀望情緒拖累，NAND 現貨市場陷低迷，價格恐進一步走軟】… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02Mre5ez4XhwPQXFPLL4TNCZy8SUAgVfxEahSseExUNsNRSCtvaF6ZM7A1PmprZLUMl?comment_id=964843892569433,8w,,1 reaction; see who reacted to this,0,0,"全球記憶體三巨頭財報亮眼，Agentic AI 需求引領產業進入新成長期… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0A2h6J1qAD7M4SRr7iiYcEJauzbfeZF5KY6h9EAxhFzcznbGartMsLuSFK7NEwf2Al?comment_id=1955665571744146,8w,,0,0,0,"美系四大 CSP 持續加碼 AI 資本支出。… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0gDDnhp7ktBZqnhQCBCWUhYwPH8meyaR85rzrsi4NEexTdQa1XWDZC5zk8AMiNX8tl?comment_id=927056660116737,9w,,0,0,0,"財報連續六季超標，英特爾 Q1 營收衝上 136 億美元… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02zmV8mt8YXxomnkAdPtj4FTyojCdtwQPZH3DVG7tpzJhMoPgbwhFg5EgaXLecdX9wl?comment_id=3154614731389726,9w,,0,0,0,"SK 海力士 2026 第一季獲利創歷史新高，營業利益率 72% 居全球製造業榜首… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0214CKp7WE1NdATWenK827GRFEFTNcTFWvPwwEDkZo62V9zo9Nqx7anHA4mFFEzUGnl?comment_id=1463580182128673,12w,,0,0,0,"【2Q合約價上漲預期升溫，惟NAND現貨交投疲弱；512Gb TLC跌2.15%】… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid033qVrkEMBn7MqYuqsKjqVBfdRY7Y4zAufbLb6HFgHT9eP3hHTmfXSDzqEGEJ3TWvNl?comment_id=746510031763165,12w,,0,0,0,"記憶體大廠加速撤出成熟製程，Consumer DRAM 供給急遽收斂。當第二季合約價漲幅上看 50%，台廠強勢報價將如何牽動全球訂單？TrendForce 分析各廠定價動向：
https://buff.ly/Fx7qurs"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/reel/1428284011769480/?comment_id=1593636951896341,12w,,1 reaction; see who reacted to this,0,0,"輝達大舉投資 Marvell 20 億美元，擴張 AI 生態系。
 新聞來源：
https://buff.ly/RlN7Hqi"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0xiLbbzcb7fExq1GiF1bRsr5vDRVWxeyb25sbtMqTHAXXbGhGMXZ3qsAZt5KyxgAPl?comment_id=948561091088205,12w,,0,0,0,"【終端需求難承高價，DDR4、DDR5現貨疲弱，DDR3相對走強】… 
See more"
2026-07-01T08:09:58.949611+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02u15rdK8dsDqAwBS6EPrMiUYdBZKyHPZMKmcFUbt7qx2JRT5WQoNpUUnn7dbZD92bl?comment_id=1448159180303682,13w,,0,0,0,"2025 年第四季全球前十大晶圓代工營收出爐！台積電市佔破七成，三星成功轉虧為盈，Tower 進步至第七名。
#TrendForce
 完整產業趨勢分析：
https://buff.ly/3BEzxT3"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid038BSpsnXFXYFB2b3kx8JVk9PBHLXwcLnnBMVMiyP9Agwxki7DNtxPZNKur7ntNVnnl?__cft__[0]=AZbvcAj33t1P8YwbXWyQYuQw4pg1K8cXk4-c07y_NtoDntYkpjr4lz-YPW9uVXhvUBYquoAJwS9mEmJiQnfOY1_6b0lNtWIq1oyhq7bORjuRzCwZg386o5CP_ue-imeM48KOydUQn9Rk7jqWxRJKlZbL-hfveY3vQGAAtdGezjg4dkJTtt397POBSyBqxni_2cg,,,0,0,0,"Micron Posts Record Revenue of $41.5B, Igniting the AI Memory Supercycle; Next Quarter Expected to Approach $50B!… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02FZYtwTyxAiGMvKXTqqFbbGdith8ubAmErkJaPAXmZJScadmiggx6fWKCBULp26bAl?comment_id=2118146749031186,15w,,0,0,0,"面對關稅政策急轉彎與美伊衝突雙重衝擊，Q1全球政經動盪加劇，終端消費信心承壓，OEMs第二季訂單規劃恐趨保守。供應鏈漲價延續，資本市場投機氛圍濃厚，MLCC供應商面對國際局勢詭局多變，以及科技產業需求兩極化趨勢，清楚洞悉與預測產業供需結構變化，來作為未來定價策略基礎，將是今年運營重點之一。TrendForce認為，當前高階MLCC儘管… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02PxQg3ix8ztsM1FLTqtNJ5AZSLavwHoJ1mN4qiS3nrs7EbfevvZuDtJmX9EoaHyn1l?comment_id=1276039564417863,15w,,0,0,0,"2025 年 Q4 NAND Flash 五大廠營收排行出爐！Samsung 市占率微幅下滑，SK 集團營收季增逼近五成。
#TrendForce
 解讀更多關鍵數據：
https://buff.ly/dtAW5tc
 
 
#Samsung
 
#SKhynix
 
#Kioxia
 
#Micron
 
#SanDisk"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid03ftYZc6F76yNqzDaoVoeNBhz5uuYKsohVJwphLPBBzSw3vFskmRAaMhtNpDzvLtAl?comment_id=838896459215449,16w,,0,0,0,"記憶體價格狂飆，智慧手機成本遽增！預估 2026 年全球手機產量將年減約 10%。
 
#TrendForce
 解析各品牌應對策略：
https://buff.ly/UUMyxxh
 
 
#Apple
 
#Samsung
 
#Xiaomi
 
#Oppo
 
#Vivo
 
#Transsion"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02YXXtaGWEwKwFA4Aq6hbqyvFZRaWgsLuDDmC9dwwsBMeLR3tqLVrnHZkugZmNNTwMl?comment_id=2095023981297615,16w,,0,0,0,"記憶體成本攀升終結手機面板成長週期，預估 2026 年全球出貨將首度衰退 7.3%。品牌廠加速淘汰 LTPS 轉向 AMOLED 技術，如何於零件漲價與售價間取得平衡？
#TrendForce
 分析品牌廠策略布局：
https://buff.ly/jT2NVsi"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0kkxpk2AP4J9yEs8TbdaYZWtxMe9G1mfvrcBEP33gMHz1yYF6nyYTXVZDGKWr5ntel?comment_id=1544341679958029,18w,,0,0,0,"AI 浪潮下的成長分化：半導體設備五巨頭最新財報揭露產業新局… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/reel/1577271813463977/?comment_id=1276102821052321,19w,,0,0,0,"中國記憶體為何追不上？韓專家看至少「落後五年」：雙方差距還在擴大。
 新聞來源：
https://buff.ly/Fd8YXcI"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0aWrsik3WZtDDjy3vP1qYSMj4VVtZZBn92qFsWRPfM3nEGmopvvDNcCrzrYXsugxkl?comment_id=1994243738114774,20w,,0,0,0,"AI 軍備競賽持續升溫，美大型雲端供應商 2026 資本支出總額逾 6,500 億美元。
市場對 AI 前景仍持樂觀正面看法，根據全球前 4 大超大型雲端服務商發布 2025 年第四季（2025 年 10-12 月）財報，包括亞馬遜、微軟、Alphabet（Google）與 Meta，今年合計 AI 相關資本支出恐超過 6,500 億… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid026smJ4ZPbbhh9txA1cfbfQA71rbu4CtWjLu8axwKo1yFs7D1NHzhfnwDuUKfpnXzxl?comment_id=898233259362611,20w,,0,0,0,"【DRAM 現貨價漲幅停滯，市場靜待二月底合約價格公布】… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0QVXychx51nWZbPi83ci226MTbZNDrbtxJfdDBuqAbno694APBrgcBStmrLiCP9zcl?comment_id=2079108106177895,21w,,1 reaction; see who reacted to this,0,0,"全球記憶體市場強勁成長，AI 需求推動三大廠營收創紀錄… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0ssfiMuJhNJaUpFWneiSoBQrfwzT4XutQVURn24bjxXLhLMY6ShSQbtq7sYn7Jbzhl?comment_id=856789423862844,21w,,0,0,0,"#AI
 算力撞上記憶體牆
當算力成長遠超頻寬極限，HBM 成為新戰場。這場突破「記憶體牆」的軍備競賽，將決定未來的競爭格局
 
https://buff.ly/5XpLyT1
… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0Wcgmw1zFuq8NXbE9PZ4KVisFmpDfTSHQDGTojwARpfrDedjtc1XfCik1wxMQU9hml?comment_id=1378973053968781,21w,,0,0,0,"記憶體、面板、貴金屬成本齊揚，2026 年電視新機漲價幾成定局！
#TrendForce
 分析品牌廠生產動能與獲利能力：
https://buff.ly/A7Y6JHZ
 
 
#DRAM
 
#DDR4
 
#MiniLED"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0eNXHhojwsJFvPZm5p3FgcqxXsMFi4LNeYomAvBYQeEXfBd4SsFy3ostRn5HcdxG9l?comment_id=1773735766656366,21w,,0,0,0,"AI 記憶體超級循環，SK 海力士 2025 年三指標刷歷史新高！… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02byw82ASgVkM7Qbvk2JBHhw1B6AfGNANpA1hwjHi5oDMzDM4xZibwkambP1kmzDSZl?comment_id=1453279556217971,21w,,0,0,0,"三星電子 2025 年第四季營收與獲利創新高，記憶體獲利再登巔峰… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0QZaLnCsjNCrVprXwsNEwxSTqjMa237kLcmubdjBCZBrwUwkHrqJyCfE71EaYaukil?comment_id=25426947596927377,21w,,0,0,0,"美國密大 1 月消費者信心終值創五個月最高！回升動能能否延續？看詳情
 
https://buff.ly/u0jdK2a
#DataTrack"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0yAL8iEEx4oNKdDurdLsL5bZUJYWNGGnK1oeUEccBQGJGxoJYAYAfQSE1yiBjzoqyl?comment_id=26767895512800918,21w,,0,0,0,"2026 年人型機器人迎來商用化關鍵，面對液態電池僅能維持兩小時動態續航的瓶頸，固態電池是否能打破動力天花板？TrendForce 深入分析人形機器人電池技術開發拐點浮現：
https://buff.ly/5CpV7FC"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02uLCNvACL1efJ8mF8Zx65fgajUJRG6gFotK1boWSPTGiorxKULEDwTqG1bQSDFcdl?comment_id=1630725525008311,21w,,0,0,0,"【NAND現貨價持續上漲，惟消費性需求疲弱與春節影響致買氣觀望】… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02HjFYYjgYijjr521NeGe6MBZQoKHUCUN4JfXaX54pQZHotBTdFSdV3191vHMGKuAHl?comment_id=1561016465119098,22w,,0,0,0,"歐盟禁燃令轉向與政策彈性，驅動 REEV 銷量邁向 2030 年翻倍成長。面對中國車廠掌握成本優勢主導市場，歐美日系巨頭將如何急起直追？TrendForce 分析整體供應版圖變化： 
https://buff.ly/LZF1rtI"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0KjEV7xUGF2emUjye26s8RWFTVxw1f5aS5uDM4F6GsH4jLqjUEhVwztb9U1WG9Weql?comment_id=1626973715325036,22w,,0,0,0,"英特爾 Q4 虧損擴大股價恐慌性暴跌 13%！陳立武坦言 18A 良率遠未達標… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02vUpC8Qbidptbw4BUGM8vQcBpXWtLmtnyFhfUuwbpUdhaxJ82Yu9YMnud2cuzZvVdl?comment_id=869912999360378,22w,,0,0,0,"AI 推論將反超訓練，引爆 
#DDR5
 搶奪戰？
推論需求持續攀升，DDR5 成效能關鍵卻陷入缺貨潮。在供需失衡、價格飆升之下，DDR5 下一輪市場行情將如何發展？
 
https://buff.ly/5XpLyT1
… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0pCP3k6JrG747mtPeLsFs4Kar1B5xFawPwJ4fG59QUD2r621iApDQcuKjVsADRNatl?comment_id=1242720374585764,23w,,0,0,0,"Micron 砸 18 億美元收購 PSMC 銅鑼廠，並建立先進封裝代工合作，這筆交易對 DRAM 市場有何影響？
 
#TrendForce
 解析最新記憶體市場變化：
https://buff.ly/hIw99Bl
 
 
#AI伺服器
 
#HBM
 
#DDR5"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02H1RXVsymKFP3UFiuLTVTVztzHvQzYSrqbcLkFyhhDRhdYpN3KCnMDAv4vvxjaJJHl?comment_id=1365121428725437,23w,,0,0,0,"TSMC、三星兩大廠逐步減產背景下，AI 相關power IC 需求穩健成長，代工廠因此積極醞釀漲價！
#TrendForce
 揭露最新晶圓代工市場概況：
https://buff.ly/4I9zbAj"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/videos/1591217408566155/?comment_id=3716465155328810,23w,,0,0,0,"川普宣布對特定半導體開徵 25% 關稅，輝達 H200、AMD MI325X 入列。
 新聞來源：
https://buff.ly/7nHNSif"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/videos/4393240507564526/?comment_id=886005174373453,23w,,0,0,0,"SK 海力士傳有意跟進美光，退出消費 DRAM/ NAND 市場。
 新聞來源：
https://buff.ly/kT72e0C"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02aYpohw6C1NTTP4kMGK1JDSGRueUAhysgKeRH72YWEUr8kg7YAxNGx24wZ1LLSdjHl?comment_id=1206786734915529,23w,,0,0,0,"台積電 Q4 毛利率 62.3%，2026 年資本支出上看 560 億美元… 
See more"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02Df2hYNC2f5Ah6XTe7TSHcXezEzmf1L99V6wgWaxJR8STuk2ryvSfVGuY3RuAQdKYl?comment_id=865603586347058,23w,,0,0,0,"記憶體漲不停，手機廠撐不住了？終端售價被迫上調、需求轉弱，2026 年智慧手機生產預估下修。
 
#TrendForce
 分析品牌如何重新佈局規格與售價策略：
https://buff.ly/obvguHa"
2026-07-01T08:47:11.747197+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02EJAJG3AJTqw3HhBuGaCxxZZfFKyLRDMob5ta3XXjctGt76z9cKc3pBWsukX8bhPcl?comment_id=1446491220813839,23w,,0,0,0,"【買家觀望、賣家堅守價格，NAND晶圓現貨價仍上漲】… 
See more"
2026-07-07T03:57:46.361151+00:00,TrendForce.tw,,,"Wednesday, March 2, 2022 at 4:11 PM",16,Like: 16 people,,,"AI server 帶動 MLCC 搶料潮！整體 MLCC 市場 6 月下旬 BB Ratio 突破 1.04，Q4 將成缺貨關鍵觀察期。
 
#TrendForce
 解析 AI 推動下的 MLCC 結構性轉向：
https://buff.ly/FMTwLkW
 
 
#Murata
 
#SEMCO
 
#TaiyoYuden
 
#國巨
 
#華新科"
2026-07-07T03:57:46.361151+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid037ih88n6AxFtCyZyxBheQQ7bmpcQPL9qJ35Wd2MG7bc36kMPC8ChcMdPqCCHPUTWEl?__cft__[0]=AZYkWz07ZL0jan0JekAA0DOxF4ZQ96yH3IM728L1He58RXYOaUDq1Ot8NxYlFcXEGNLhcSn7ZSCX6DnTL51galEjtrmdCZ_BTAZgAzF0OXcLqo4Z4CLXPph5s2udZQkJWE2dGlqMkia7yfxWDUzSPXfng_MhoSdYrwt8t4QjC28fiS-PxxVQkzDjatmf7YhJFSA,,"Monday, July 6, 2026 at 12:00 PM",3,Like: 3 people,,,"Fed維持利率不變，新主席卻拒絕預告7月底是否升息。新溝通模式將依循什麼判斷政策方向？
 
https://buff.ly/I745hTJ
… 
See more"
2026-07-07T03:57:46.361151+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02TZzCZm3Z6Vjz3NHy8LLkghQgpaJpGaJUph28wTUvfqKjVWT2RzQfXgWi8Z7LTibJl?__cft__[0]=AZb2x-w8hpkI2rtMjcDYjGiLjIeBKK9sGiXYxDGku115vXGqepVzZptRA5hbnOnFe3SmzT8430D6bOM3opBGDySiViHCtiOW0ImhJn3rOyZxxhD31700N4oMBhgmXrAj9cdp3C0xYBUUbuFMhF_VvxAdiEbvqEOML-SRD1uJcCbDhm8Kj3sfUckWvgNYGAMWvAk,,"Monday, July 6, 2026 at 11:00 AM",7,Like: 7 people,,,"布蘭特原油6月創疫情以來單月最大跌幅
，美伊停火後市場情緒明顯轉向。這代表通膨真的要降溫了嗎？
 
https://buff.ly/okI86Nn
#
… 
See more"
